ind	num.resp
IND001	24.6561798084814
IND002	29.346891087028
IND003	16.7788141685729
IND004	34.3057858091141
IND005	18.5417506045177
IND006	34.1923661404125
IND007	23.826898665563
IND008	32.9801961150685
IND009	31.9839992742955
IND010	16.7455067237287
IND011	24.0214879741249
IND012	20.094922174551
IND013	26.3758876302894
IND014	22.0977840847803
IND015	21.4292674323894
IND016	27.8402763308604
IND017	23.5117510105847
IND018	26.7829141275365
IND019	30.5175903862192
IND020	30.2615213860295
IND021	23.1030206359599
IND022	17.7988627941225
IND023	17.1187569515654
IND024	26.9438294327356
IND025	30.454550214803
IND026	21.6532080538192
IND027	27.3652799903467
IND028	15.8711477418951
IND029	28.0259968527101
IND030	25.832940959121
IND031	18.8300831979883
IND032	27.5515326547229
IND033	14.3238503786895
IND034	19.6036123942333
IND035	27.9437633730314
IND036	27.490840703155
IND037	29.9715285742598
IND038	24.4766315864152
IND039	33.92661450885
IND040	29.9003698674789
IND041	32.3544534163806
IND042	27.2496892108723
IND043	22.6333919634989
IND044	28.2292419349687
IND045	22.3906146682276
IND046	32.3546722199453
IND047	27.1728864892903
IND048	30.5195818422056
IND049	27.2433447512419
IND050	17.3027319274319
IND051	28.1985971219092
IND052	18.5975483750307
IND053	24.3126996359839
IND054	31.3939858051437
IND055	26.8686644813342
IND056	21.2521718713998
IND057	22.6113396787905
IND058	28.985457620284
IND059	23.187526388948
IND060	29.8727599363155
IND061	19.3482088733378
IND062	19.3973045002024
IND063	24.4583886048224
IND064	22.0814410209511
IND065	35.9768149003503
IND066	21.1355569917469
IND067	31.713390175716
IND068	26.1827272530053
IND069	26.3272926951882
IND070	20.6390797117513
IND071	18.7218232654459
IND072	33.3047997142258
IND073	14.0249053366609
IND074	21.0164127614544
IND075	27.7111993622911
IND076	21.998814505267
IND077	26.5027372993982
IND078	24.9188875668696
IND079	25.1349404636634
IND080	15.309051585004
IND081	21.8787236857757
IND082	25.9643145200743
IND083	21.4539104827357
IND084	25.3987661873689
IND085	25.9881876727932
IND086	19.9587267739114
IND087	23.644799512913
IND088	19.9268576777622
IND089	27.2649594943056
IND090	35.9346891360056
IND091	25.9927990409763
IND092	23.7534352394331
IND093	23.7819919449268
IND094	22.3233149126966
