ind	num.resp
IND001	30.2615213860295
IND002	23.1030206359599
IND003	17.7988627941225
IND004	17.1187569515654
IND005	26.9438294327356
IND006	30.454550214803
IND007	21.6532080538192
IND008	27.3652799903467
IND009	15.8711477418951
IND010	28.0259968527101
IND011	25.832940959121
IND012	18.8300831979883
IND013	27.5515326547229
IND014	14.3238503786895
IND015	19.6036123942333
IND016	27.9437633730314
IND017	27.490840703155
IND018	29.9715285742598
IND019	24.4766315864152
IND020	33.92661450885
IND021	29.9003698674789
IND022	32.3544534163806
IND023	27.2496892108723
IND024	22.6333919634989
IND025	28.2292419349687
IND026	22.3906146682276
IND027	32.3546722199453
IND028	27.1728864892903
IND029	30.5195818422056
IND030	27.2433447512419
IND031	17.3027319274319
IND032	28.1985971219092
IND033	18.5975483750307
IND034	24.3126996359839
IND035	31.3939858051437
IND036	26.8686644813342
IND037	21.2521718713998
IND038	22.6113396787905
IND039	28.985457620284
IND040	23.187526388948
IND041	29.8727599363155
IND042	19.3482088733378
IND043	19.3973045002024
IND044	24.4583886048224
IND045	22.0814410209511
IND046	35.9768149003503
IND047	21.1355569917469
IND048	31.713390175716
IND049	26.1827272530053
IND050	26.3272926951882
IND051	20.6390797117513
IND052	18.7218232654459
IND053	33.3047997142258
IND054	14.0249053366609
IND055	21.0164127614544
IND056	27.7111993622911
IND057	21.998814505267
IND058	26.5027372993982
IND059	24.9188875668696
IND060	25.1349404636634
IND061	15.309051585004
IND062	21.8787236857757
IND063	25.9643145200743
IND064	21.4539104827357
IND065	25.3987661873689
IND066	25.9881876727932
IND067	19.9587267739114
IND068	23.644799512913
IND069	19.9268576777622
IND070	27.2649594943056
IND071	35.9346891360056
IND072	25.9927990409763
IND073	23.7534352394331
IND074	23.7819919449268
IND075	22.3233149126966
IND076	27.763104397351
IND077	31.1535336881752
IND078	22.5388146755007
IND079	20.6565626583536
IND080	24.5502947380698
IND081	16.1959449971233
IND082	21.852002899945
IND083	25.7137535694377
IND084	28.8873761217066
IND085	28.143249367706
IND086	24.326500665214
IND087	21.632452831023
IND088	25.0091807187793
IND089	24.2086920606568
IND090	30.2888972146546
IND091	20.7792943769288
IND092	14.9533939984881
IND093	13.4205911609073
IND094	28.0778745928749
IND095	16.8158355681736
IND096	24.8170675681855
IND097	27.4974167444849
IND098	21.2319040760419
IND099	22.1009076489711
IND100	24.6230599830893
IND101	13.2517423981393
IND102	25.307632369334
IND103	24.8218201066473
IND104	23.15111311095
IND105	21.7569100631468
IND106	21.4981004356816
IND107	18.8999749948324
IND108	25.493378430383
IND109	21.7438362096934
IND110	31.8433917674486
IND111	15.1217641788252
IND112	15.2282009500385
IND113	29.1695383138886
IND114	20.3479271568183
IND115	13.7920969315882
IND116	30.5754251379174
IND117	19.8827886591361
IND118	32.0746554007141
IND119	25.1395575022334
IND120	22.6641096360522
IND121	27.7926456863366
IND122	17.300012725319
IND123	24.0848685537606
IND124	19.2603224554213
IND125	29.7760901684133
IND126	19.6488089977697
IND127	23.386127766036
IND128	23.343234814999
IND129	28.7117412007975
IND130	29.3837457305283
IND131	26.0005464943108
IND132	28.4283630884033
IND133	16.5874782848009
IND134	22.2796865545828
IND135	17.6342842601299
IND136	25.8702336822624
IND137	31.335699227026
IND138	21.1091202105667
IND139	34.9452092558175
IND140	17.7213146442627
IND141	23.1677371754936
IND142	17.2326169076342
IND143	13.9674630705042
IND144	28.2557251544491
IND145	28.9096887406126
IND146	27.7106869868921
IND147	19.5552166869116
IND148	30.1416758895324
IND149	21.099417899858
IND150	20.7582470353052
IND151	23.3072850712355
IND152	18.6319522627983
IND153	14.9486232642898
IND154	25.3863470906032
IND155	18.6383519359754
IND156	28.4151952288456
IND157	35.1723036604193
IND158	25.1455228012489
IND159	24.4208457555065
IND160	30.9358204915066
IND161	20.9517721886132
IND162	24.1168799051428
IND163	18.4064938280133
IND164	27.3028284756642
IND165	23.0249112935863
IND166	9.0826145289785
IND167	18.6211139242
IND168	32.5228779332971
IND169	22.5667838096375
IND170	13.5588809268201
IND171	27.2168623922003
IND172	20.2873302069763
IND173	18.0863538521373
IND174	28.7021765064906
IND175	24.0319933046928
IND176	16.6328096371579
IND177	30.9876603947365
IND178	19.7985043126844
IND179	16.1016486103829
IND180	30.12044956038
IND181	32.0440737676257
IND182	23.9832105258942
IND183	23.9647201798557
IND184	28.9181268937102
IND185	17.6299782389875
IND186	26.9769096392515
IND187	22.4909611683781
IND188	18.196890999059
IND189	20.5072729249485
IND190	22.1982862636455
IND191	26.4466627709182
IND192	29.1954030719285
IND193	28.0322643575124
IND194	23.1318828748066
IND195	22.5979399143564
IND196	20.8565590623896
IND197	19.6982000954431
IND198	25.1800042936526
IND199	14.9746461592459
IND200	23.6341560645675
IND201	20.669641052864
IND202	25.2033278510587
IND203	27.0392187356653
IND204	19.4040797276142
IND205	31.4595842434314
IND206	19.1519308923599
IND207	21.2777000021652
IND208	21.6542514930016
IND209	30.1936862289454
IND210	25.7481606343277
IND211	13.8925055799367
IND212	22.4362350347076
IND213	18.7055978983709
IND214	21.8989540238369
IND215	28.818850577742
IND216	24.1399944922202
IND217	33.2547895870464
IND218	17.339566697385
IND219	27.1192075715141
IND220	11.6473944149933
IND221	16.9325522112882
IND222	21.6738539681235
IND223	17.5460677160233
IND224	35.7103326073284
IND225	21.7110184829675
IND226	23.8483043175315
IND227	30.7153445377562
IND228	23.6060282167083
IND229	23.2262849932371
IND230	32.1727396131853
IND231	28.8162701188643
IND232	17.0866375543051
IND233	17.5708877152503
IND234	24.7862752656081
IND235	18.1886592208312
IND236	24.6863248505985
IND237	30.7805321700763
IND238	28.6533055032115
IND239	15.7164326023546
IND240	19.2897254562727
IND241	25.1486491025776
IND242	28.2323571305885
IND243	19.3816266562854
IND244	28.5336702571922
IND245	15.9924569528923
IND246	29.7575025381688
IND247	18.0730075655016
IND248	27.2104861594667
IND249	38.4093220347944
IND250	20.6646980748296
IND251	22.7454225521029
IND252	17.3293038886065
IND253	19.66101488458
IND254	26.0840743184633
IND255	28.5961613820694
IND256	30.0616384579521
IND257	23.8725699463822
IND258	16.7868085648476
IND259	22.1158620064469
IND260	22.2784334438443
IND261	21.912836496815
IND262	24.6049745956801
IND263	26.9219967235054
IND264	22.0357124184173
IND265	22.1351019073419
IND266	24.8650848582746
IND267	13.8226347672604
IND268	24.1935651693577
IND269	22.8878608238955
IND270	13.9952304894243
IND271	25.7015604993835
IND272	29.5192367077548
IND273	25.7011359380672
IND274	13.9532779344751
IND275	26.2446599978874
IND276	20.6715788007599
IND277	28.4470839717411
IND278	24.7038179340427
IND279	32.7159901019844
IND280	26.7602468054364
IND281	24.0892972477175
IND282	21.6103775582464
IND283	23.5123872388048
IND284	29.055734546757
IND285	23.4385663301879
IND286	23.9801860770104
IND287	32.746335783002
IND288	22.6360497811721
IND289	31.4534388763943
IND290	23.0607214665473
IND291	23.8832432453029
IND292	23.8110566548046
IND293	30.9272967373192
IND294	22.1467966163124
IND295	18.8986273028595
IND296	21.7624354957356
IND297	20.9622059066368
IND298	29.4543933331821
IND299	20.4791653846364
IND300	25.4634467484723
IND301	20.8547275543721
IND302	21.808317132781
IND303	20.7430829363028
IND304	35.2022800541226
IND305	26.1675623420466
IND306	24.8458796218529
IND307	27.7382382288093
IND308	26.6054971118783
IND309	29.9579466293554
IND310	24.7585291136223
IND311	26.5899623727085
IND312	23.9871138766127
IND313	24.1982442377029
IND314	22.4340822240722
IND315	21.2259424696844
IND316	20.750540448124
IND317	26.6166163133811
IND318	32.1469061991319
IND319	23.7359007185785
IND320	25.0292131057924
IND321	29.7009356954667
IND322	29.1590693048138
IND323	16.0358204567266
IND324	22.8868709185973
IND325	18.3416307094652
IND326	26.2246407111109
IND327	18.3958112086231
IND328	22.1419000327125
IND329	24.7972982135859
IND330	29.0276557558803
IND331	17.8618943895236
IND332	18.3731817870486
IND333	22.5683666780841
IND334	26.4670657461859
IND335	27.872256093875
IND336	31.2423222922065
IND337	28.1314197116396
IND338	27.2415869246712
IND339	29.3417484826252
IND340	17.7848158772161
IND341	30.7315769147184
IND342	28.6317114046908
IND343	18.7406934195605
IND344	26.5299414271017
IND345	26.9379792062655
IND346	34.711327445536
IND347	26.898196565124
IND348	27.7905995408269
IND349	27.3993588275811
IND350	23.0623264866604
IND351	20.1607638683752
IND352	14.4037266313792
IND353	22.3721572031136
IND354	22.0673231408678
IND355	27.9173850788735
IND356	25.0724277336233
IND357	23.8419526513106
IND358	24.1148648933531
IND359	30.1366743939014
IND360	22.1996286631944
IND361	30.6934579147235
IND362	21.3420128638021
IND363	32.4002211830417
IND364	28.8588835639237
IND365	26.7988043503553
IND366	20.4529058533134
IND367	25.9276483658228
IND368	29.8184913061628
IND369	22.9259118135393
IND370	26.1450052846072
IND371	17.4974197684175
IND372	21.9067460417252
IND373	21.4451589422873
IND374	18.7195432853527
IND375	20.5129396654704
IND376	28.2045682693498
IND377	24.8480813720486
IND378	24.5831554594075
IND379	26.0798827364112
IND380	25.3041937937903
IND381	13.674794880048
IND382	29.3166070650204
IND383	21.3441242543113
IND384	27.5024918578519
IND385	29.1093085747384
IND386	27.3882395054436
IND387	20.3120775176166
IND388	23.4596968064708
IND389	28.7681230269569
IND390	27.760630555563
IND391	25.4688597591919
IND392	23.5313954972604
IND393	20.9013025618919
IND394	19.9614860475664
IND395	17.9688665151325
IND396	19.3318774936431
IND397	25.7816059887343
IND398	19.1445825050854
IND399	14.6868680641135
IND400	30.5322134443614
IND401	17.9935022593166
IND402	30.0595450084632
IND403	22.1526558031706
IND404	28.345079289734
IND405	22.6028044202698
IND406	18.6866084430252
IND407	23.263797629567
IND408	26.0999380840385
IND409	29.8172886057162
IND410	26.7360107515985
IND411	21.8430849559849
IND412	30.3289623005376
IND413	31.132690149353
IND414	22.4546560302401
IND415	22.2988634678434
IND416	17.5385999424072
IND417	20.4472954125802
IND418	24.45397702092
IND419	20.9585851640355
IND420	19.4592297479105
IND421	25.4587482633532
IND422	25.274876155093
IND423	27.0076256145273
IND424	23.9364653604503
IND425	23.7533323757875
IND426	26.0683909625974
IND427	31.9614746247618
IND428	23.9002069816938
IND429	23.5632351528135
IND430	21.4810648314428
IND431	19.313737175913
IND432	32.9969943006442
IND433	28.3042349738563
IND434	17.5566074506014
IND435	22.388411304643
IND436	32.7258540819951
IND437	25.9128493666637
IND438	30.156753776769
IND439	17.5639435578767
IND440	24.8711111115199
IND441	20.0666932383791
IND442	39.8648314073838
IND443	22.3325567763298
IND444	24.4076513067421
IND445	21.3448702951083
IND446	22.4690790686582
IND447	33.4961525225323
IND448	17.4458347398137
IND449	17.8416027332822
IND450	30.6471627568961
IND451	23.525363324523
IND452	23.395578381822
IND453	23.5068563702579
IND454	24.8414514208973
IND455	27.4834940445666
IND456	20.1358461995781
IND457	19.6987135508436
IND458	17.7100801485842
IND459	27.3108545941912
IND460	29.6098217960839
IND461	30.4883889967449
IND462	22.1739032657302
IND463	20.4800727167266
IND464	23.6781191854811
IND465	28.7751616367566
IND466	27.0585077083052
IND467	20.4218880937135
IND468	28.592689084968
IND469	23.9304332424536
IND470	26.31360958322
IND471	24.4556660814963
IND472	31.3399056062417
IND473	24.0649575407198
IND474	23.9540484619921
IND475	21.4420452615949
IND476	22.1642964623482
IND477	24.9267307020108
IND478	29.9438429282113
IND479	28.5734759330328
IND480	23.3104421270955
IND481	31.9660883830018
IND482	15.3481003179363
IND483	12.0969865550546
IND484	20.5163848256961
IND485	21.1059969089523
IND486	26.3843649847674
IND487	31.7547658837614
IND488	23.6958497864478
IND489	25.5785569085164
IND490	28.3288861538102
IND491	23.1008802170539
IND492	23.7483620976513
IND493	25.2628261918865
IND494	8.38400520790213
IND495	24.1814059345881
IND496	31.9148530816832
IND497	19.4393857666021
IND498	20.5684878703176
IND499	15.7268591996384
IND500	12.7030991502054
